Date,Low,Open,Volume,High,Close,Adjusted Close
17-03-1980,0.2997730076313019,0.0,3527539,0.30529099702835083,0.3016130030155182,0.06174280866980553
18-03-1980,0.2942560017108917,0.0,285466,0.29793399572372437,0.29609501361846924,0.0606132373213768
19-03-1980,0.2813819944858551,0.0,149530,0.2905780076980591,0.2813819944858551,0.05760136991739273
20-03-1980,0.2813819944858551,0.0,305856,0.2905780076980591,0.2905780076980591,0.05948386713862419
21-03-1980,0.2924169898033142,0.0,190310,0.30713000893592834,0.30713000893592834,0.06287215650081635
24-03-1980,0.2924169898033142,0.0,183514,0.3034519851207733,0.2924169898033142,0.059860311448574066
25-03-1980,0.28690001368522644,0.0,163123,0.2905780076980591,0.28690001368522644,0.058730948716402054
26-03-1980,0.2905780076980591,0.0,33984,0.2942560017108917,0.2942560017108917,0.06023678928613663
27-03-1980,0.2740260064601898,0.0,618509,0.2905780076980591,0.27770400047302246,0.056848447769880295
28-03-1980,0.2795430123806,0.0,47578,0.2813819944858551,0.2813819944858551,0.05760136991739273
31-03-1980,0.27770400047302246,0.0,768038,0.2850610017776489,0.2813819944858551,0.05760136991739273
01-04-1980,0.27586498856544495,0.0,95155,0.2795430123806,0.27586498856544495,0.056471969932317734
02-04-1980,0.2795430123806,0.0,122342,0.2905780076980591,0.2905780076980591,0.05948386713862419
03-04-1980,0.2924169898033142,0.0,203904,0.2942560017108917,0.2942560017108917,0.06023678928613663
07-04-1980,0.2813819944858551,0.0,183514,0.2905780076980591,0.2813819944858551,0.05760136991739273
08-04-1980,0.27586498856544495,0.0,190310,0.2795430123806,0.2795430123806,0.05722489207983017
09-04-1980,0.27586498856544495,0.0,149530,0.2795430123806,0.2795430123806,0.05722489207983017
10-04-1980,0.2813819944858551,0.0,421402,0.2924169898033142,0.2924169898033142,0.059860311448574066
11-04-1980,0.28873899579048157,0.0,360230,0.2997730076313019,0.2997730076313019,0.061366163194179535
14-04-1980,0.2942560017108917,0.0,1175846,0.3034519851207733,0.2942560017108917,0.06023678928613663
15-04-1980,0.2905780076980591,0.0,6797,0.2905780076980591,0.2905780076980591,0.05948386713862419
16-04-1980,0.28873899579048157,0.0,183514,0.2924169898033142,0.2924169898033142,0.059860311448574066
17-04-1980,0.2924169898033142,0.0,20390,0.2924169898033142,0.2924169898033142,0.059860311448574066
18-04-1980,0.2924169898033142,0.0,27187,0.2924169898033142,0.2924169898033142,0.059860311448574066
21-04-1980,0.28873899579048157,0.0,135936,0.2924169898033142,0.2924169898033142,0.059860311448574066
22-04-1980,0.2832219898700714,0.0,428198,0.2924169898033142,0.28873899579048157,0.059107422828674316
23-04-1980,0.2924169898033142,0.0,448589,0.2924169898033142,0.2924169898033142,0.059860311448574066
24-04-1980,0.28690001368522644,0.0,278669,0.2905780076980591,0.28690001368522644,0.058730948716402054
25-04-1980,0.28690001368522644,0.0,13594,0.2905780076980591,0.28690001368522644,0.058730948716402054
28-04-1980,0.2813819944858551,0.0,441792,0.2850610017776489,0.2832219898700714,0.057978007942438126
29-04-1980,0.28690001368522644,0.0,54374,0.2905780076980591,0.2905780076980591,0.05948386713862419
30-04-1980,0.2924169898033142,0.0,74765,0.2924169898033142,0.2924169898033142,0.059860311448574066
01-05-1980,0.28873899579048157,0.0,67968,0.2924169898033142,0.2924169898033142,0.059860311448574066
02-05-1980,0.28873899579048157,0.0,217498,0.2924169898033142,0.2905780076980591,0.05948386713862419
05-05-1980,0.2942560017108917,0.0,367027,0.29793399572372437,0.29793399572372437,0.060989685356616974
06-05-1980,0.2997730076313019,0.0,1243814,0.30896899104118347,0.30896899104118347,0.0632486566901207
07-05-1980,0.30713000893592834,0.0,299059,0.3126470148563385,0.3126470148563385,0.06400155276060104
08-05-1980,0.30896899104118347,0.0,863194,0.31448599696159363,0.310808002948761,0.06362511217594147
09-05-1980,0.2997730076313019,0.0,346637,0.30896899104118347,0.2997730076313019,0.061366163194179535
12-05-1980,0.3016130030155182,0.0,27187,0.3016130030155182,0.3016130030155182,0.06174280866980553
13-05-1980,0.29609501361846924,0.0,3228480,0.30713000893592834,0.29609501361846924,0.0606132373213768
14-05-1980,0.3034519851207733,0.0,190310,0.30713000893592834,0.30713000893592834,0.06287215650081635
15-05-1980,0.30713000893592834,0.0,135936,0.30713000893592834,0.30713000893592834,0.06287215650081635
16-05-1980,0.3034519851207733,0.0,2575987,0.3126470148563385,0.3126470148563385,0.06400155276060104
19-05-1980,0.30896899104118347,0.0,74765,0.31448599696159363,0.30896899104118347,0.0632486566901207
20-05-1980,0.310808002948761,0.0,54374,0.31448599696159363,0.310808002948761,0.06362511217594147
21-05-1980,0.31448599696159363,0.0,4587840,0.3236820101737976,0.3236820101737976,0.06626051664352417
22-05-1980,0.3236820101737976,0.0,7360934,0.3733370006084442,0.36781999468803406,0.07529596984386444
23-05-1980,0.36598101258277893,0.0,611712,0.38621100783348083,0.3696590065956116,0.07567242532968521
27-05-1980,0.35862499475479126,0.0,251482,0.36781999468803406,0.35862499475479126,0.07341368496417999
28-05-1980,0.33839499950408936,0.0,3310042,0.3512679934501648,0.33839499950408936,0.06927241384983063
29-05-1980,0.33655500411987305,0.0,971942,0.33839499950408936,0.33655500411987305,0.06889574974775314
30-05-1980,0.3328770101070404,0.0,686477,0.3439120054244995,0.342072993516922,0.07002532482147217
02-06-1980,0.33839499950408936,0.0,95155,0.342072993516922,0.34023401141166687,0.0696488693356514
03-06-1980,0.33839499950408936,0.0,129139,0.3439120054244995,0.33839499950408936,0.06927241384983063
04-06-1980,0.3328770101070404,0.0,67968,0.3328770101070404,0.3328770101070404,0.06814286857843399
05-06-1980,0.32552099227905273,0.0,645696,0.33471599221229553,0.32736000418663025,0.06701343506574631
06-06-1980,0.32736000418663025,0.0,312653,0.33839499950408936,0.33839499950408936,0.06927241384983063
09-06-1980,0.3328770101070404,0.0,129139,0.33839499950408936,0.33839499950408936,0.06927241384983063
10-06-1980,0.33839499950408936,0.0,339840,0.3439120054244995,0.34023401141166687,0.0696488693356514
11-06-1980,0.33471599221229553,0.0,203904,0.342072993516922,0.33839499950408936,0.06927241384983063
12-06-1980,0.33839499950408936,0.0,333043,0.3439120054244995,0.33839499950408936,0.06927241384983063
13-06-1980,0.33839499950408936,0.0,360230,0.34023401141166687,0.34023401141166687,0.0696488693356514
16-06-1980,0.3328770101070404,0.0,319450,0.342072993516922,0.33839499950408936,0.06927241384983063
17-06-1980,0.34023401141166687,0.0,638899,0.34575098752975464,0.34575098752975464,0.0707782655954361
18-06-1980,0.342072993516922,0.0,244685,0.3439120054244995,0.342072993516922,0.07002532482147217
19-06-1980,0.33839499950408936,0.0,897178,0.34942901134490967,0.3439120054244995,0.07040176540613174
20-06-1980,0.3439120054244995,0.0,299059,0.34575098752975464,0.34575098752975464,0.0707782655954361
23-06-1980,0.34023401141166687,0.0,1169050,0.34575098752975464,0.3439120054244995,0.07040176540613174
24-06-1980,0.3328770101070404,0.0,285466,0.34023401141166687,0.33655500411987305,0.06889574974775314
25-06-1980,0.33471599221229553,0.0,360230,0.33839499950408936,0.33839499950408936,0.06927241384983063
26-06-1980,0.3328770101070404,0.0,910771,0.33839499950408936,0.33839499950408936,0.06927241384983063
27-06-1980,0.3328770101070404,0.0,135936,0.33471599221229553,0.3328770101070404,0.06814286857843399
30-06-1980,0.3328770101070404,0.3328770101070404,0,0.3328770101070404,0.3328770101070404,0.06814286857843399
01-07-1980,0.3328770101070404,0.0,108749,0.33655500411987305,0.33655500411987305,0.06889574974775314
02-07-1980,0.33471599221229553,0.0,944755,0.33839499950408936,0.33471599221229553,0.0685192421078682
03-07-1980,0.34023401141166687,0.0,2508019,0.3604640066623688,0.3604640066623688,0.07379013299942017
07-07-1980,0.36598101258277893,0.0,346637,0.3751769959926605,0.36781999468803406,0.07529596984386444
08-07-1980,0.3604640066623688,0.0,142733,0.36781999468803406,0.3604640066623688,0.07379013299942017
09-07-1980,0.35678601264953613,0.0,924365,0.36781999468803406,0.3623029887676239,0.07416656613349915
10-07-1980,0.35494598746299744,0.0,224294,0.36598101258277893,0.3604640066623688,0.07379013299942017
11-07-1980,0.35494598746299744,0.0,373824,0.3623029887676239,0.35494598746299744,0.07266052812337875
14-07-1980,0.35862499475479126,0.0,271872,0.36598101258277893,0.36598101258277893,0.07491949200630188
15-07-1980,0.3641420006752014,0.0,1692403,0.3751769959926605,0.3641420006752014,0.07454303652048111
16-07-1980,0.3641420006752014,0.0,401011,0.38621100783348083,0.3825330138206482,0.0783078670501709
17-07-1980,0.38621100783348083,0.0,815616,0.4027630090713501,0.4009239971637726,0.0820726603269577
18-07-1980,0.3898890018463135,0.0,1583654,0.4009239971637726,0.3935680091381073,0.08056685328483582
21-07-1980,0.3935680091381073,0.0,1502093,0.4009239971637726,0.4009239971637726,0.0820726603269577
22-07-1980,0.391728013753891,0.0,1209830,0.4009239971637726,0.391728013753891,0.08019012212753296
23-07-1980,0.37885499000549316,0.0,992333,0.3954069912433624,0.38621100783348083,0.07906078547239304
24-07-1980,0.37701600790023804,0.0,421402,0.38804998993873596,0.37701600790023804,0.0771784633398056
25-07-1980,0.3751769959926605,0.0,849600,0.3825330138206482,0.3806940019130707,0.07793138176202774
28-07-1980,0.3825330138206482,0.0,1801152,0.3954069912433624,0.3954069912433624,0.0809432789683342
29-07-1980,0.3954069912433624,0.0,1427328,0.39908498525619507,0.39724600315093994,0.08131972700357437
30-07-1980,0.3954069912433624,0.0,2786688,0.4009239971637726,0.4009239971637726,0.0820726603269577
31-07-1980,0.391728013753891,0.0,468979,0.4027630090713501,0.4009239971637726,0.0820726603269577
01-08-1980,0.4009239971637726,0.0,1203034,0.4101189970970154,0.40644100308418274,0.08320198953151703
04-08-1980,0.40827998518943787,0.0,808819,0.4137980043888092,0.4137980043888092,0.0847080647945404
05-08-1980,0.4046019911766052,0.0,224294,0.4137980043888092,0.4046019911766052,0.08282551914453506
06-08-1980,0.391728013753891,0.0,618509,0.4027630090713501,0.4027630090713501,0.08244907855987549
