Date,Low,Open,Volume,High,Close,Adjusted Close
05-02-2007,250.0,250.0,10,250.0,250.0,250.0
06-02-2007,250.0,250.0,0,250.0,250.0,250.0
07-02-2007,250.0,250.0,0,250.0,250.0,250.0
08-02-2007,250.0,250.0,0,250.0,250.0,250.0
09-02-2007,220.0,220.0,1,240.0,220.0,220.0
12-02-2007,250.0,250.0,30,250.0,250.0,250.0
13-02-2007,250.0,250.0,45,250.0,250.0,250.0
14-02-2007,250.0,250.0,0,250.0,250.0,250.0
15-02-2007,250.0,250.0,0,250.0,250.0,250.0
16-02-2007,250.0,250.0,0,250.0,250.0,250.0
20-02-2007,250.0,250.0,0,250.0,250.0,250.0
21-02-2007,250.0,250.0,0,250.0,250.0,250.0
22-02-2007,250.0,250.0,0,250.0,250.0,250.0
23-02-2007,250.0,250.0,0,250.0,250.0,250.0
26-02-2007,250.0,250.0,0,250.0,250.0,250.0
27-02-2007,250.0,250.0,0,250.0,250.0,250.0
28-02-2007,250.0,250.0,0,250.0,250.0,250.0
01-03-2007,250.0,250.0,0,250.0,250.0,250.0
02-03-2007,250.0,250.0,0,250.0,250.0,250.0
05-03-2007,250.0,250.0,0,250.0,250.0,250.0
06-03-2007,250.0,250.0,0,250.0,250.0,250.0
07-03-2007,250.0,250.0,0,250.0,250.0,250.0
08-03-2007,250.0,250.0,0,250.0,250.0,250.0
09-03-2007,180.0,180.0,25,190.0,180.0,180.0
12-03-2007,180.0,180.0,0,180.0,180.0,180.0
13-03-2007,180.0,180.0,0,180.0,180.0,180.0
14-03-2007,180.0,180.0,0,180.0,180.0,180.0
15-03-2007,230.0,250.0,5,250.0,250.0,250.0
16-03-2007,250.0,250.0,0,250.0,250.0,250.0
19-03-2007,250.0,250.0,0,250.0,250.0,250.0
20-03-2007,250.0,250.0,0,250.0,250.0,250.0
21-03-2007,250.0,250.0,0,250.0,250.0,250.0
22-03-2007,250.0,250.0,0,250.0,250.0,250.0
23-03-2007,250.0,250.0,0,250.0,250.0,250.0
26-03-2007,250.0,250.0,0,250.0,250.0,250.0
27-03-2007,250.0,250.0,0,250.0,250.0,250.0
28-03-2007,250.0,250.0,0,250.0,250.0,250.0
29-03-2007,250.0,250.0,0,250.0,250.0,250.0
30-03-2007,250.0,250.0,0,250.0,250.0,250.0
02-04-2007,210.0,210.0,6,210.0,210.0,210.0
03-04-2007,210.0,210.0,0,210.0,210.0,210.0
04-04-2007,210.0,210.0,0,210.0,210.0,210.0
05-04-2007,210.0,210.0,0,210.0,210.0,210.0
09-04-2007,210.0,210.0,0,210.0,210.0,210.0
10-04-2007,210.0,210.0,0,210.0,210.0,210.0
11-04-2007,210.0,210.0,0,210.0,210.0,210.0
12-04-2007,210.0,210.0,0,210.0,210.0,210.0
13-04-2007,210.0,210.0,0,210.0,210.0,210.0
16-04-2007,210.0,210.0,0,210.0,210.0,210.0
17-04-2007,210.0,210.0,0,210.0,210.0,210.0
18-04-2007,210.0,210.0,0,210.0,210.0,210.0
19-04-2007,210.0,210.0,0,210.0,210.0,210.0
20-04-2007,210.0,210.0,0,210.0,210.0,210.0
23-04-2007,210.0,210.0,0,210.0,210.0,210.0
24-04-2007,210.0,210.0,0,210.0,210.0,210.0
25-04-2007,160.0,160.0,75,160.0,160.0,160.0
26-04-2007,160.0,160.0,0,160.0,160.0,160.0
27-04-2007,160.0,160.0,0,160.0,160.0,160.0
30-04-2007,160.0,160.0,0,160.0,160.0,160.0
01-05-2007,150.0,150.0,18,150.0,150.0,150.0
02-05-2007,150.0,150.0,0,150.0,150.0,150.0
03-05-2007,150.0,150.0,0,150.0,150.0,150.0
04-05-2007,150.0,150.0,0,150.0,150.0,150.0
07-05-2007,150.0,150.0,0,150.0,150.0,150.0
